Accession	Name	Source Database	Type	Integrated Into	Integrated Signatures	GO Terms
IPR015823	Methyl-coenzyme M reductase, alpha subunit, N-terminal subdomain 2	interpro	homologous_superfamily		G3DSA:3.30.70.470	GO:0050524,GO:0015948
IPR015824	Phosphoglycerate kinase, N-terminal	interpro	homologous_superfamily		G3DSA:3.40.50.1260	GO:0004618,GO:0006096
IPR015827	Alpha-(1,6)-fucosyltransferase	interpro	family		PIRSF000472	GO:0008424,GO:0006486,GO:0016020,GO:0032580
IPR015828	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 10, mitochondrial	interpro	family		cd02030,PIRSF000543	GO:0006120
IPR015832	Uncharacterised conserved protein UCP006363, ACT-type	interpro	family		PIRSF006363	
IPR015833	DNA-directed DNA polymerase, family B, mitochondrial linear plasmid	interpro	family		PIRSF006517	GO:0003677,GO:0003887,GO:0006260,GO:0005739
IPR015834	Uncharacterised conserved protein UCP016642	interpro	family		PIRSF016642	
IPR015835	Hydroxymethyl pyrimidine (HMP)/thiamine binding protein	interpro	family		PIRSF021331	GO:0030975
IPR015837	Uncharacterised conserved protein UCP026622, CAAX protease-type	interpro	family		PIRSF026622	
IPR015838	Uncharacterised conserved protein UCP027923, rubrerythrin-type	interpro	family		PIRSF027923	
IPR015839	Bifunctional chloromethane dehalogenation methyltransferase corrinoid-binding protein CmuA	interpro	family		PIRSF036688	
IPR015840	DNA methyase, ParB domain-containing	interpro	family		PIRSF036758	
IPR015841	RNA-directed RNA polymerase, tospovirus	interpro	family		PIRSF036872	
IPR015842	RNA-directed RNA polymerase, tenuivirus	interpro	family		PIRSF036873	
IPR015843	RNA-directed RNA polymerase, nairovirus	interpro	family		PIRSF036900	
IPR015844	Pantothenate kinase, acetyl-CoA regulated, two-domain type	interpro	family		PIRSF036939	GO:0004594,GO:0015937
IPR015845	Agropine synthesis reductase	interpro	family		PIRSF036951	GO:0016491
IPR015847	Exoribonuclease, phosphorolytic domain 2	interpro	domain		PF03725	
IPR015848	Polyribonucleotide nucleotidyltransferase, RNA-binding domain	interpro	domain		PF03726	GO:0003723,GO:0006396
IPR015849	Amyloidogenic glycoprotein, heparin-binding	interpro	domain		PF02177	GO:0008201
IPR015853	ABC transporter, ferric cation import, FbpC	interpro	domain		cd03259	GO:0005524,GO:0015408,GO:0006826,GO:0016020
IPR015854	ABC transporter, lipoprotein release, LolD-like	interpro	family		PTHR24220	
IPR015855	ABC transporter, maltose/maltodextrin import, MalK-like	interpro	domain		cd03301	GO:0005524,GO:0140359,GO:0008643
IPR015856	ABC transporter, CbiO/EcfA subunit	interpro	domain		cd03225	GO:0005524,GO:0055085,GO:0016020
IPR015860	ABC transporter, teichoic acids export TagH-like	interpro	domain		cd03220	GO:0005524,GO:0140359,GO:0016020
IPR015864	FAD synthetase	interpro	domain		cd02064,PF06574	GO:0003919,GO:0009231
IPR015865	Riboflavin kinase domain, bacterial/eukaryotic	interpro	domain		SM00904,PF01687	GO:0008531,GO:0009231
IPR015866	Serine-tRNA synthetase, type1, N-terminal	interpro	domain		PF02403	
IPR015867	Nitrogen regulatory protein PII/ATP phosphoribosyltransferase, C-terminal	interpro	homologous_superfamily		G3DSA:3.30.70.120	
IPR015868	Glutaminase	interpro	family		TIGR03814,MF_00313,PF04960,PTHR12544	GO:0004359,GO:0006541
IPR015869	Transcription antitermination protein, NusG, bacteria, conserved site	interpro	conserved_site		PS01014	
IPR015870	UDP-3-O-acyl N-acetylglucosamine deacetylase, N-terminal	interpro	homologous_superfamily		G3DSA:3.30.230.20	GO:0103117,GO:0009245
IPR015871	Transcription initiation factor IIA, gamma subunit, C-terminal	interpro	domain		cd10014,PF02751	GO:0006367,GO:0005672
IPR015872	Transcription initiation factor IIA, gamma subunit, N-terminal	interpro	domain		cd10145,PF02268	GO:0006367,GO:0005672
IPR015875	IMP dehydrogenase / GMP reductase, conserved site	interpro	conserved_site		PS00487	GO:0016491
IPR015876	Acyl-CoA desaturase	interpro	family		cd03505,PR00075,PTHR11351	GO:0016717
IPR015877	Cdk-activating kinase assembly factor MAT1, centre	interpro	domain		PF06391	
IPR015878	S-adenosyl-L-homocysteine hydrolase, NAD binding domain	interpro	domain		SM00997,PF00670	
IPR015879	Aromatic-ring-hydroxylating dioxygenase, alpha subunit, C-terminal domain	interpro	domain		PF00848	GO:0005506,GO:0051537,GO:0044237
IPR015881	Aromatic-ring-hydroxylating dioxygenase, 2Fe-2S-binding site	interpro	binding_site		PS00570	GO:0005506,GO:0051537
IPR015882	Beta-hexosaminidase, bacterial type, N-terminal	interpro	domain		PF02838	
IPR015883	Glycoside hydrolase family 20, catalytic domain	interpro	domain		PF00728	GO:0004553,GO:0005975
IPR015884	Malic enzyme, conserved site	interpro	conserved_site		PS00331	
IPR015886	DNA glycosylase/AP lyase, H2TH DNA-binding	interpro	domain		SM01232,PF06831	GO:0003684,GO:0003906,GO:0008270,GO:0016799,GO:0006284
IPR015887	DNA glycosylase/AP lyase, zinc finger domain, DNA-binding site	interpro	binding_site		PS01242	GO:0003677,GO:0003906,GO:0008270,GO:0016799,GO:0006281
IPR015888	L-fucose isomerase, C-terminal	interpro	domain		PF02952	GO:0008736,GO:0006004,GO:0005737
IPR015889	Intradiol ring-cleavage dioxygenase, core	interpro	homologous_superfamily		G3DSA:2.60.130.10,SSF49482	GO:0005506,GO:0016702
IPR015890	Chorismate-utilising enzyme, C-terminal	interpro	domain		PF00425	
IPR015892	Carbonic anhydrase, prokaryotic-like, conserved site	interpro	conserved_site		PS00705,PS00704	GO:0004089,GO:0008270,GO:0015976
IPR015894	Guanylate-binding protein, N-terminal	interpro	domain		PF02263	GO:0003924,GO:0005525
IPR015895	Glutamyl-tRNA reductase, N-terminal	interpro	domain		PF05201	GO:0008883,GO:0050661,GO:0033014
IPR015896	Tetrapyrrole biosynthesis, glutamyl-tRNA reductase, dimerisation domain	interpro	domain		PF00745	GO:0008883,GO:0050661,GO:0033014
IPR015897	CHK kinase-like	interpro	domain		SM00587	
IPR015898	G-protein gamma-like domain	interpro	domain		cd00068,PS50058,PF00631,SM00224	GO:0007186
IPR015899	UDP-galactopyranose mutase, C-terminal	interpro	domain		PF03275	GO:0008767
IPR015904	Sulphide quinone-reductase	interpro	family		PTHR10632	
IPR015908	Allantoicase domain	interpro	domain		PF03561	GO:0004037,GO:0000256
IPR015910	Inosine/uridine-preferring nucleoside hydrolase, conserved site	interpro	conserved_site		PS01247	GO:0016799
IPR015911	Phosphoglycerate kinase, conserved site	interpro	conserved_site		PS00111	GO:0004618,GO:0006096
IPR015912	Phosphofructokinase, conserved site	interpro	conserved_site		PS00433	GO:0003872,GO:0006096
IPR015914	Purple acid phosphatase, N-terminal	interpro	domain		PF16656	GO:0003993,GO:0046872
IPR015915	Kelch-type beta propeller	interpro	homologous_superfamily		SSF117281,G3DSA:2.120.10.80	GO:0005515
IPR015917	Peptidase C14A, caspase catalytic domain	interpro	domain		cd00032,SM00115,PR00376	GO:0008234
IPR015919	Cadherin-like superfamily	interpro	homologous_superfamily		SSF49313	GO:0005509,GO:0016020
IPR015920	Cellobiose dehydrogenase-like, cytochrome domain	interpro	domain		cd09630,PF16010	
IPR015925	Ryanodine/Inositol 1,4,5-trisphosphate receptor	interpro	family		PTHR45816,PTHR46399,PTHR13715	GO:0006816
IPR015926	Cytolysin/lectin	interpro	homologous_superfamily		G3DSA:2.60.270.20,SSF63724	
IPR015927	Peptidase S24/S26A/S26B/S26C	interpro	domain		PF00717	
IPR015928	Aconitase/3-isopropylmalate dehydratase, swivel	interpro	homologous_superfamily		G3DSA:3.20.19.10	
IPR015929	Aconitase B, swivel	interpro	domain		cd01576,PF06434	GO:0003994,GO:0006099
IPR015931	Aconitase/3-isopropylmalate dehydratase large subunit, alpha/beta/alpha, subdomain 1/3	interpro	homologous_superfamily		G3DSA:3.30.499.10	
IPR015932	Aconitase, domain 2	interpro	homologous_superfamily		G3DSA:3.40.1060.10	
IPR015933	Aconitase B, HEAT-like domain	interpro	domain		PF11791	GO:0003994,GO:0006099
IPR015938	Glycine N-acyltransferase, N-terminal	interpro	domain		PF06021	GO:0047961,GO:0005739
IPR015939	Fumarate reductase/succinate dehydrogenase flavoprotein-like, C-terminal	interpro	domain		PF02910	GO:0016491
IPR015940	Ubiquitin-associated domain	interpro	domain		PS50030,PF00627,PF22562,PF22567,SM00165	
IPR015942	Asp/Glu/hydantoin racemase	interpro	family		PF01177	GO:0036361
IPR015943	WD40/YVTN repeat-like-containing domain superfamily	interpro	homologous_superfamily		G3DSA:2.130.10.10	GO:0005515
IPR015944	Glycine-tRNA ligase, beta subunit	interpro	family		MF_00255,TIGR00211,PF02092,PR01045	GO:0000166,GO:0004820,GO:0005524,GO:0006426,GO:0005737
IPR015946	K homology domain-like, alpha/beta	interpro	homologous_superfamily		G3DSA:3.30.300.20	
IPR015947	PUA-like superfamily	interpro	homologous_superfamily		SSF88697	
IPR015948	Bacteriophage PRD1, P2, C-terminal	interpro	homologous_superfamily		G3DSA:2.105.10.10	
IPR015949	Bacteriophage PRD1, P2, N-terminal	interpro	homologous_superfamily		G3DSA:2.70.250.10	
IPR015950	Chemokine-binding M3, subdomain 1, viral	interpro	homologous_superfamily		G3DSA:2.60.40.1330	GO:0019956
IPR015951	Chemokine-binding M3, subdomain 2, viral	interpro	homologous_superfamily		G3DSA:2.60.40.1340	GO:0019956
IPR015952	Methane monooxygenase, gamma chain, domain 1	interpro	homologous_superfamily		G3DSA:1.20.1280.10	GO:0015049,GO:0015947
IPR015953	Methane monooxygenase, gamma chain, domain 2	interpro	homologous_superfamily		G3DSA:1.20.1280.30	GO:0015049,GO:0015947
IPR015954	Bacteriophage RNA-type, capsid	interpro	homologous_superfamily		G3DSA:3.30.380.10,SSF55405	
IPR015955	Lactate dehydrogenase/glycoside hydrolase, family 4, C-terminal	interpro	homologous_superfamily		G3DSA:3.90.110.10,SSF56327	GO:0003824,GO:0016616
IPR015956	Penicillin-binding protein, C-terminal domain superfamily	interpro	homologous_superfamily		SSF69189	GO:0004180,GO:0006508
IPR015957	Cytolethal distending toxin A	interpro	family		PIRSF036516,PR01387	
IPR015958	Potassium transporter Trk1, fungi	interpro	family		PIRSF002450	GO:0015079,GO:0030007,GO:0071805,GO:0005886
IPR015960	Mu1 membrane penetration protein, domain IV	interpro	homologous_superfamily		G3DSA:2.60.120.420	GO:0046718
IPR015961	Mu1 membrane penetration protein, domain I	interpro	homologous_superfamily		G3DSA:3.90.1370.10	GO:0046718
IPR015962	Mu1 membrane penetration protein, domain II	interpro	homologous_superfamily		G3DSA:1.10.2040.10	GO:0046718
IPR015963	Uridylate kinase, bacteria	interpro	family		cd04254,MF_01220_B,TIGR02075	GO:0033862,GO:0006221,GO:0005737
IPR015965	tRNA ligase, phosphodiesterase	interpro	domain		PF08302	GO:0003972,GO:0005524,GO:0006388
IPR015966	tRNA ligase, kinase domain, fungi	interpro	domain		PF08303	GO:0003972,GO:0005524,GO:0006388
IPR015967	Recombination protein RecR, conserved site	interpro	conserved_site		PF02132,PS01300	GO:0046872,GO:0006281,GO:0006310
IPR015969	P40 nucleoprotein, subdomain 1, Borna disease virus	interpro	homologous_superfamily		G3DSA:1.10.3040.10	
IPR015970	P40 nucleoprotein, subdomain 2, Borna disease virus	interpro	homologous_superfamily		G3DSA:1.10.3050.10	
IPR015971	Nucleocapsid, Phlebovirus	interpro	family		PIRSF003953	GO:0003723,GO:0019013
IPR015972	Large ribosomal subunit protein eL19, domain 1	interpro	homologous_superfamily		G3DSA:1.10.1650.10	GO:0003735,GO:0006412,GO:0005840
IPR015973	Large ribosomal subunit protein eL19, domain 2	interpro	homologous_superfamily		G3DSA:1.20.5.560	GO:0003735,GO:0006412
IPR015974	Large ribosomal subunit protein eL19, domain 3	interpro	homologous_superfamily		G3DSA:1.10.1200.60	GO:0003735,GO:0006412
IPR015976	Bacteriophage T4, Gp11, C-terminal finger domain	interpro	homologous_superfamily		G3DSA:3.90.1160.10	
IPR015982	Baseplate structural protein Gp11, N-terminal domain superfamily	interpro	homologous_superfamily		G3DSA:1.10.286.30	
IPR015984	Cytochrome c prime, subgroup	interpro	family		PR00608	
IPR015985	Tellurite resistance methyltransferase TehB-like domain	interpro	domain		PF03848	
IPR015986	Sortase B, Firmicutes	interpro	family		PIRSF030150	
IPR015987	Uncharacterised conserved protein UCP022704	interpro	family		PIRSF022704	
IPR015988	STAT transcription factor, coiled coil	interpro	homologous_superfamily		SSF47655	GO:0006355,GO:0007165
IPR015990	ADP-specific phosphofructokinase/glucokinase, archaeal	interpro	family		PIRSF015883	GO:0000287,GO:0016773,GO:0006096
IPR015991	Hydrolase TatD/YcfH-like	interpro	family		TIGR00010	GO:0004536
IPR015993	CDP-diacylglycerol pyrophosphatase, proteobacterial	interpro	family		TIGR00672	GO:0008715,GO:0008654,GO:0016020
IPR015994	Phosphoenolpyruvate carboxykinase (ATP), conserved site	interpro	conserved_site		PS00532	GO:0004612,GO:0005524,GO:0006094
IPR015995	Microcystin LR degradation protein MlrC, N-terminal	interpro	domain		PF07364	
IPR015996	Uncharacterised conserved protein UCP028451	interpro	family		PIRSF028451	
IPR016002	Succinate dehydrogenase cytochrome b558 subunit, Firmicute	interpro	family		cd03497,PIRSF000170	
IPR016003	Photosystem II extrinsic protein V, cytochrome c-550 precursor-like	interpro	family		PIRSF005890	GO:0005506,GO:0020037,GO:0015979,GO:0022904,GO:0009523
IPR016005	Phosphomevalonate kinase Erg8	interpro	family		PIRSF017288,TIGR01219	GO:0004631
IPR016007	Alpha-L-rhamnosidase	interpro	family		PTHR33307,PIRSF010631	
IPR016008	Amine dehydrogenase light chain	interpro	family		PIRSF000192	GO:0030058,GO:0009308
IPR016009	tRNA methyltransferase TRMD/TRM10-type domain	interpro	domain		PF01746	
IPR016013	Binary exotoxin A, clostridial type	interpro	family		PR01390	
IPR016014	Clusterin, N-terminal	interpro	domain		SM00030	
IPR016015	Clusterin, C-terminal	interpro	domain		SM00035	
IPR016016	Clusterin	interpro	family		PIRSF002368	
IPR016017	GDNF/GAS1	interpro	domain		SM00907,PF02351	
IPR016018	Guanine nucleotide exchange factor SopE, N-terminal domain	interpro	domain		PF05364	
IPR016019	Guanine nucleotide exchange factor SopE, GEF domain	interpro	domain		PF07487	GO:0005085,GO:0030036,GO:0090630
IPR016020	Translation initiation factor 3, subunit 12, N-terminal, eukaryotic	interpro	homologous_superfamily		G3DSA:1.25.40.250	GO:0003743,GO:0043022,GO:0006446,GO:0005852
IPR016024	Armadillo-type fold	interpro	homologous_superfamily		SSF48371	
IPR016025	Clathrin heavy chain, N-terminal	interpro	homologous_superfamily		SSF50989,G3DSA:2.130.10.110	GO:0005198,GO:0006886,GO:0016192,GO:0030130,GO:0030132
IPR016029	Inner layer core protein VP3, Reovirus	interpro	homologous_superfamily		SSF56831	GO:0005198
IPR016030	Cobalamin adenosyltransferase-like	interpro	domain		PF01923	
IPR016031	Tryptophan RNA-binding attenuator protein-like domain superfamily	interpro	homologous_superfamily		G3DSA:2.60.40.50,SSF51219	
IPR016032	Signal transduction response regulator, C-terminal effector	interpro	homologous_superfamily		SSF46894	GO:0003677,GO:0006355
IPR016033	DNA polymerase II large subunit DP2, N-terminal	interpro	domain		PF03833	
IPR016035	Acyl transferase/acyl hydrolase/lysophospholipase	interpro	homologous_superfamily		SSF52151	
IPR016036	Malonyl-CoA ACP transacylase, ACP-binding	interpro	homologous_superfamily		SSF55048	
IPR016037	3-dehydroquinate synthase AroB	interpro	domain		MF_00110,TIGR01357	GO:0003856,GO:0009073,GO:0005737
IPR016039	Thiolase-like	interpro	homologous_superfamily		G3DSA:3.40.47.10,SSF53901	GO:0016746
IPR016040	NAD(P)-binding domain	interpro	domain		PF16363,PF13460	
IPR016041	CO dehydrogenase/acetyl-CoA synthase delta subunit, TIM barrel	interpro	domain		PF03599	
IPR016045	Tyrosine-protein kinase, non-receptor, TYK2, N-terminal	interpro	domain		PR01827	
IPR016047	Peptidase M23	interpro	domain		PF01551	
IPR016049	RNA polymerase Rpc34-like	interpro	family		PTHR12780	
IPR016050	Proteasome beta-type subunit, conserved site	interpro	conserved_site		PS00854	GO:0051603,GO:0005839
IPR016052	YgiW/YdeI	interpro	family		TIGR00156	
IPR016053	Haem oxygenase-like	interpro	family		PF01126	GO:0004392,GO:0006788
IPR016054	Ly-6 antigen/uPA receptor-like	interpro	domain		cd00117,PF00021,SM00134	
IPR016055	Alpha-D-phosphohexomutase, alpha/beta/alpha I/II/III	interpro	homologous_superfamily		SSF53738	GO:0016868,GO:0005975
IPR016056	Pheromone Er-23, protozoan	interpro	homologous_superfamily		SSF69964	
IPR016057	Pheromone Er-2/Er-23, protozoan	interpro	homologous_superfamily		G3DSA:1.10.10.190	GO:0000772
IPR016058	Pheromone Er-1, protozoan	interpro	homologous_superfamily		G3DSA:1.20.50.10	
IPR016059	DNA ligase, ATP-dependent, conserved site	interpro	conserved_site		PS00333,PS00697	GO:0003909
IPR016061	Proline-tRNA ligase, class II, C-terminal	interpro	domain		SM00946,PF09180	GO:0000166,GO:0004827,GO:0005524,GO:0006433,GO:0005737
IPR016062	Hypothetical protein TM1410-related	interpro	family		PR01545	
IPR016063	TM1410 putative glycosidase	interpro	family		TIGR01370	
IPR016064	NAD kinase/diacylglycerol kinase-like domain superfamily	interpro	homologous_superfamily		SSF111331	
IPR016066	Alpha-D-phosphohexomutase, conserved site	interpro	conserved_site		PS00710	GO:0000287
IPR016067	S-adenosylmethionine decarboxylase, core	interpro	homologous_superfamily		SSF56276	GO:0004014,GO:0008295
IPR016068	Translin, N-terminal	interpro	homologous_superfamily		G3DSA:1.20.58.190	GO:0043565
IPR016069	Translin, C-terminal	interpro	homologous_superfamily		G3DSA:1.20.58.200	GO:0043565
IPR016071	Staphylococcal nuclease (SNase-like), OB-fold	interpro	domain		PS50830,PF00565,SM00318	
IPR016072	SKP1 component, dimerisation	interpro	domain		PF01466	GO:0006511
IPR016073	SKP1 component, POZ domain	interpro	domain		PF03931	GO:0006511
IPR016075	RNA polymerase, phosphoprotein P, C-terminal XD, paramyxovirinae	interpro	homologous_superfamily		SSF101089	GO:0003723,GO:0003968,GO:0006351,GO:0019079
IPR016082	Large ribosomal subunit protein uL30-like, ferredoxin-like fold domain	interpro	domain		PF00327	
IPR016084	Haem oxygenase-like, multi-helical	interpro	homologous_superfamily		G3DSA:1.20.910.10,SSF48613	
IPR016085	Protease inhibitor, beta-barrel domain	interpro	homologous_superfamily		SSF50882	GO:0004866
IPR016087	Chalcone isomerase	interpro	domain		PF16036,PF16035,PF02431	
IPR016088	Chalcone isomerase, 3-layer sandwich	interpro	homologous_superfamily		G3DSA:3.50.70.10	
IPR016089	Chalcone isomerase, orthogonal bundle domain superfamily	interpro	homologous_superfamily		G3DSA:1.10.890.20	
IPR016090	Phospholipase A2 domain	interpro	domain		cd00125,PF05826,PF00068,SM00085	GO:0004623,GO:0006644,GO:0050482
IPR016091	Superantigen toxin, C-terminal	interpro	homologous_superfamily		SSF54334	GO:0005576
IPR016092	FeS cluster insertion protein	interpro	family		TIGR00049	GO:0051536,GO:0016226
IPR016093	MIR motif	interpro	domain		PS50919,PF02815,SM00472	
